,"from","to","Pharma R&D  Annual Review 2017"
13800,"Prostatetumor",805835,9
13801,"Prostatetumor",605637,9
13802,"Prostatetumor",805129,9
13803,"Prostatetumor",611183,9
13804,"Prostatetumor",601810,9
13805,"Prostatetumor",612019,9
13806,"Prostatetumor",602850,9
13807,"Prostatetumor",611442,9
13808,"Prostatetumor",611778,9
13809,"Prostatetumor",602907,9
13810,"Prostatetumor",605916,9
13811,"Prostatetumor",607564,9
13812,"Prostatetumor",608505,9
13813,"Prostatetumor",611826,9
13814,"Prostatetumor",804362,9
13815,"Prostatetumor",609391,9
13816,"Prostatetumor",805312,9
13817,"Prostatetumor",804010,9
13818,"Prostatetumor",803425,9
13819,"Prostatetumor",608546,9
13820,"Prostatetumor",603640,9
13821,"Prostatetumor",612192,9
13822,"Prostatetumor",603064,9
13823,"Prostatetumor",609998,9
13824,"Prostatetumor",605866,9
13825,"Prostatetumor",805216,9
13826,"Prostatetumor",600547,9
13827,"Prostatetumor",609119,9
13828,"Prostatetumor",607100,9
13829,"Prostatetumor",610814,9
13830,"Prostatetumor",609605,9
13831,"Prostatetumor",610053,9
13832,"Prostatetumor",605227,9
13833,"Prostatetumor",800974,9
13834,"Prostatetumor",606621,9
13835,"Prostatetumor",604338,9
13836,"Prostatetumor",601615,9
13837,"Prostatetumor",600272,9
13838,"Prostatetumor",611415,9
13839,"Prostatetumor",603670,9
13840,"Prostatetumor",606803,9
13841,"Prostatetumor",804319,9
13842,"Prostatetumor",606420,9
13843,"Prostatetumor",602299,9
13844,"Prostatetumor",606498,9
13845,"Prostatetumor",609585,9
13846,"Prostatetumor",602602,9
13847,"Prostatetumor",600795,9
13848,"Prostatetumor",610875,9
13849,"Prostatetumor",612276,9
13850,"Prostatetumor",602759,9
13851,"Prostatetumor",603882,9
13852,"Prostatetumor",602100,9
13853,"Prostatetumor",605623,9
13854,"Prostatetumor",607208,9
13855,"Prostatetumor",609383,9
13856,"Prostatetumor",601919,9
13857,"Prostatetumor",603343,9
13858,"Prostatetumor",600215,9
13859,"Prostatetumor",602961,9
13860,"Prostatetumor",604021,9
13861,"Prostatetumor",601592,9
13862,"Prostatetumor",801866,9
13863,"Prostatetumor",603612,9
13864,"Prostatetumor",802721,9
13865,"Prostatetumor",609801,9
13866,"Prostatetumor",611665,9
13867,"Prostatetumor",800245,9
13868,"Prostatetumor",801199,9
13869,"Prostatetumor",605230,9
13870,"Prostatetumor",601851,9
13871,"Prostatetumor",608341,9
13872,"Prostatetumor",607468,9
13873,"Prostatetumor",607137,9
13874,"Prostatetumor",601681,9
13875,"Prostatetumor",603626,9
13876,"Prostatetumor",601416,9
13877,"Prostatetumor",611992,9
13878,"Prostatetumor",607940,9
13879,"Prostatetumor",605102,9
13880,"Prostatetumor",604218,9
13881,"Prostatetumor",603097,9
13882,"Prostatetumor",606898,9
13883,"Prostatetumor",608397,9
13884,"Prostatetumor",608939,9
13885,"Prostatetumor",801425,9
13886,"Prostatetumor",604225,9
13887,"Prostatetumor",805080,9
13888,"Prostatetumor",605433,9
13889,"Prostatetumor",606093,9
13890,"Prostatetumor",605769,9
13891,"Prostatetumor",607372,9
13892,"Prostatetumor",607645,9
13893,"Prostatetumor",601349,9
13894,"Prostatetumor",607043,9
13895,"Prostatetumor",611263,9
13896,"Prostatetumor",800901,9
13897,"Prostatetumor",606627,9
13898,"Prostatetumor",611543,9
13899,"Prostatetumor",800555,9
13900,"Prostatetumor",610796,9
13901,"Prostatetumor",606298,9
13902,"Prostatetumor",800844,9
13903,"Prostatetumor",606056,9
13904,"Prostatetumor",800376,9
13905,"Prostatetumor",802817,9
13906,"Prostatetumor",805023,9
13907,"Prostatetumor",600446,9
13908,"Prostatetumor",604539,9
13909,"Prostatetumor",606455,9
13910,"Prostatetumor",601590,9
13911,"Prostatetumor",608239,9
13912,"Prostatetumor",610324,9
13913,"Prostatetumor",609983,9
13914,"Prostatetumor",601829,9
13915,"Prostatetumor",804398,9
13916,"Prostatetumor",600065,9
13917,"Prostatetumor",606132,9
13918,"Prostatetumor",611231,9
13919,"Prostatetumor",611910,9
13920,"Prostatetumor",606046,9
13921,"Prostatetumor",611624,9
13922,"Prostatetumor",600631,9
13923,"Prostatetumor",600593,9
13924,"Prostatetumor",606838,9
13925,"Prostatetumor",602166,9
13926,"Prostatetumor",603082,9
13927,"Prostatetumor",600222,9
13928,"Prostatetumor",604940,9
13929,"Prostatetumor",609559,9
13930,"Prostatetumor",609567,9
13931,"Prostatetumor",609608,9
13932,"Prostatetumor",602635,9
13933,"Prostatetumor",601185,9
13934,"Prostatetumor",600548,9
13935,"Prostatetumor",604931,9
13936,"Prostatetumor",607443,9
13937,"Prostatetumor",612231,9
13938,"Prostatetumor",605249,9
13939,"Prostatetumor",608866,9
13940,"Prostatetumor",602729,9
13941,"Prostatetumor",610009,9
13942,"Prostatetumor",607356,9
13943,"Prostatetumor",600264,9
13944,"Prostatetumor",600332,9
13945,"Prostatetumor",802430,9
13946,"Prostatetumor",803904,9
13947,"Prostatetumor",610695,9
13948,"Prostatetumor",602395,9
13949,"Prostatetumor",610134,9
13950,"Prostatetumor",609114,9
13951,"Prostatetumor",802795,9
13952,"Prostatetumor",607022,9
13953,"Prostatetumor",609459,9
13954,"Prostatetumor",611734,9
13955,"Prostatetumor",800349,9
13956,"Prostatetumor",800751,9
13957,"Prostatetumor",605183,9
13958,"Prostatetumor",601714,9
13959,"Prostatetumor",611932,9
13960,"Prostatetumor",612083,9
13961,"Prostatetumor",604494,9
13962,"Prostatetumor",604814,9
13963,"Prostatetumor",608431,9
13964,"Prostatetumor",606299,9
13965,"Prostatetumor",606263,9
13966,"Prostatetumor",612261,9
13967,"Prostatetumor",608449,9
13968,"Prostatetumor",611471,9
13969,"Prostatetumor",604493,9
13970,"Prostatetumor",606663,9
13971,"Prostatetumor",801958,9
13972,"Prostatetumor",609697,9
13973,"Prostatetumor",611765,9
13974,"Prostatetumor",605130,9
13975,"Prostatetumor",608937,9
13976,"Prostatetumor",610679,9
13977,"Prostatetumor",607364,9
13978,"Prostatetumor",608020,9
13979,"Prostatetumor",605154,9
13980,"Prostatetumor",612189,9
13981,"Prostatetumor",610696,9
13982,"Prostatetumor",610317,9
13983,"Prostatetumor",600607,9
13984,"Prostatetumor",605569,9
13985,"Prostatetumor",606985,9
13986,"Prostatetumor",604326,9
13987,"Prostatetumor",607668,9
13988,"Prostatetumor",611625,9
13989,"Prostatetumor",611551,9
13990,"Prostatetumor",611077,9
13991,"Prostatetumor",603948,9
13992,"Prostatetumor",604751,9
13993,"Prostatetumor",605411,9
13994,"Prostatetumor",605867,9
13995,"Prostatetumor",608200,9
13996,"Prostatetumor",603322,9
13997,"Prostatetumor",610079,9
13998,"Prostatetumor",603148,9
13999,"Prostatetumor",607220,9
14000,"Prostatetumor",607012,9
14001,"Prostatetumor",611623,9
14002,"Prostatetumor",611654,9
14003,"Prostatetumor",801440,9
14004,"Prostatetumor",604891,9
14005,"Prostatetumor",603207,9
14006,"Prostatetumor",611222,9
14007,"Prostatetumor",605684,9
14008,"Prostatetumor",609121,9
14009,"Prostatetumor",610619,9
14010,"Prostatetumor",602024,9
14011,"Prostatetumor",602434,9
14012,"Prostatetumor",602462,9
14013,"Prostatetumor",610942,9
14014,"Prostatetumor",601006,9
14015,"Prostatetumor",611531,9
14016,"Prostatetumor",600588,9
14017,"Prostatetumor",802712,9
14018,"Prostatetumor",600468,9
14019,"Prostatetumor",603783,9
14020,"Prostatetumor",611639,9
14021,"Prostatetumor",606267,9
14022,"Prostatetumor",607627,9
14023,"Prostatetumor",608936,9
14024,"Prostatetumor",800693,9
14025,"Prostatetumor",610609,9
14026,"Prostatetumor",605574,9
14027,"Prostatetumor",603594,9
14028,"Prostatetumor",804508,9
14029,"Prostatetumor",805446,9
14030,"Prostatetumor",802749,9
14031,"Prostatetumor",612172,9
14032,"Prostatetumor",800137,9
14033,"Prostatetumor",609572,9
14034,"Prostatetumor",608294,9
14035,"Prostatetumor",801838,9
14036,"Prostatetumor",800833,9
14037,"Prostatetumor",802168,9
14038,"Prostatetumor",602125,9
14039,"Prostatetumor",603222,9
14040,"Prostatetumor",605072,9
14041,"Prostatetumor",607629,9
14042,"Prostatetumor",611097,9
14043,"Prostatetumor",604041,9
14044,"Prostatetumor",609755,9
14045,"Prostatetumor",602872,9
14046,"Prostatetumor",605252,9
14047,"Prostatetumor",600131,9
14048,"Prostatetumor",602271,9
14049,"Prostatetumor",611750,9
14050,"Prostatetumor",609220,9
14051,"Prostatetumor",600301,9
14052,"Prostatetumor",608004,9
14053,"Prostatetumor",604391,9
14054,"Prostatetumor",607903,9
14055,"Prostatetumor",601020,9
14056,"Prostatetumor",611853,9
14057,"Prostatetumor",610608,9
14058,"Prostatetumor",608383,9
14059,"Prostatetumor",605476,9
14060,"Prostatetumor",609189,9
14061,"Prostatetumor",611581,9
14062,"Prostatetumor",610774,9
14063,"Prostatetumor",803996,9
14064,"Prostatetumor",602456,9
14065,"Prostatetumor",605092,9
14066,"Prostatetumor",607422,9
14067,"Prostatetumor",608126,9
14068,"Prostatetumor",608150,9
14069,"Prostatetumor",603360,9
14070,"Prostatetumor",803393,9
14071,"Prostatetumor",600968,9
14072,"Prostatetumor",602504,9
14073,"Prostatetumor",803699,9
14074,"Prostatetumor",612091,9
14075,"Prostatetumor",601165,9
14076,"Prostatetumor",612035,9
14077,"Prostatetumor",606392,9
14078,"Prostatetumor",611245,9
14079,"Prostatetumor",605967,9
14080,"Prostatetumor",606926,9
14081,"Prostatetumor",603100,9
14082,"Prostatetumor",608011,9
14083,"Prostatetumor",610793,9
14084,"Prostatetumor",611409,9
14085,"Prostatetumor",611446,9
14086,"Prostatetumor",600184,9
14087,"Prostatetumor",610121,9
14088,"Prostatetumor",610925,9
14089,"Prostatetumor",605610,9
14090,"Prostatetumor",610225,9
14091,"Prostatetumor",610602,9
14092,"Prostatetumor",611620,9
14093,"Prostatetumor",602158,9
14094,"Prostatetumor",607988,9
14095,"Prostatetumor",609455,9
14096,"Prostatetumor",611674,9
14097,"Prostatetumor",609416,9
14098,"Prostatetumor",609409,9
14099,"Prostatetumor",609499,9
14100,"Prostatetumor",610492,9
14101,"Prostatetumor",600847,9
14102,"Prostatetumor",805571,9
14103,"Prostatetumor",600822,9
14104,"Prostatetumor",610651,9
14105,"Prostatetumor",605864,9
14106,"Prostatetumor",610002,9
14107,"Prostatetumor",800755,9
14108,"Prostatetumor",801369,9
14109,"Prostatetumor",604119,9
14110,"Prostatetumor",610330,9
14111,"Prostatetumor",601384,9
14112,"Prostatetumor",609946,9
14113,"Prostatetumor",610744,9
14114,"Prostatetumor",601711,9
14115,"Prostatetumor",602257,9
14116,"Prostatetumor",604495,9
14117,"Prostatetumor",605797,9
14118,"Prostatetumor",611530,9
14119,"Prostatetumor",610337,9
14120,"Prostatetumor",603505,9
14121,"Prostatetumor",605187,9
14122,"Prostatetumor",607148,9
14123,"Prostatetumor",605908,9
14124,"Prostatetumor",606219,9
14125,"Prostatetumor",604130,9
14126,"Prostatetumor",610199,9
14127,"Prostatetumor",607882,9
14128,"Prostatetumor",611037,9
14129,"Prostatetumor",608078,9
14130,"Prostatetumor",604792,9
14131,"Prostatetumor",611582,9
14132,"Prostatetumor",603631,9
14133,"Prostatetumor",612334,9
14134,"Prostatetumor",803936,9
14135,"Prostatetumor",608393,9
14136,"Prostatetumor",600849,9
14137,"Prostatetumor",601034,9
14138,"Prostatetumor",805302,9
14139,"Prostatetumor",604310,9
14140,"Prostatetumor",608787,9
14141,"Prostatetumor",611834,9
14142,"Prostatetumor",612239,9
14143,"Prostatetumor",606060,9
14144,"Prostatetumor",604961,9
14145,"Prostatetumor",606646,9
14146,"Prostatetumor",602308,9
14147,"Prostatetumor",800980,9
14148,"Prostatetumor",801987,9
14149,"Prostatetumor",610684,9
14150,"Prostatetumor",612277,9
14151,"Prostatetumor",612353,9
14152,"Prostatetumor",605873,9
14153,"Prostatetumor",609816,9
14154,"Prostatetumor",604889,9
14155,"Prostatetumor",604042,9
14156,"Prostatetumor",604748,9
14157,"Prostatetumor",601935,9
14158,"Prostatetumor",604460,9
14159,"Prostatetumor",601028,9
14160,"Prostatetumor",602374,9
14161,"Prostatetumor",602253,9
14162,"Prostatetumor",606025,9
14163,"Prostatetumor",606575,9
14164,"Prostatetumor",604105,9
14165,"Prostatetumor",804998,9
14166,"Prostatetumor",602689,9
14167,"Prostatetumor",611104,9
14168,"Prostatetumor",602856,9
14169,"Prostatetumor",803460,9
14170,"Prostatetumor",604382,9
14171,"Prostatetumor",604917,9
14172,"Prostatetumor",600962,9
14173,"Prostatetumor",604938,9
14174,"Prostatetumor",601317,9
14175,"Prostatetumor",803672,9
14176,"Prostatetumor",606582,9
14177,"Prostatetumor",605322,9
14178,"Prostatetumor",801735,9
14179,"Prostatetumor",602157,9
14180,"Prostatetumor",606464,9
14181,"Prostatetumor",608475,9
14182,"Prostatetumor",603517,9
14183,"Prostatetumor",607999,9
14184,"Prostatetumor",611494,9
14185,"Prostatetumor",606149,9
14186,"Prostatetumor",611727,9
14187,"Prostatetumor",602957,9
14188,"Prostatetumor",610327,9
14189,"Prostatetumor",603198,9
14190,"Prostatetumor",606831,9
14191,"Prostatetumor",610034,9
14192,"Prostatetumor",606822,9
14193,"Prostatetumor",611850,9
14194,"Prostatetumor",600917,9
14195,"Prostatetumor",607147,9
14196,"Prostatetumor",611864,9
14197,"Prostatetumor",611456,9
14198,"Prostatetumor",600783,9
14199,"Prostatetumor",609969,9
14200,"Prostatetumor",611412,9
14201,"Prostatetumor",603979,9
14202,"Prostatetumor",602147,9
14203,"Prostatetumor",604485,9
14204,"Prostatetumor",805688,9
14205,"Prostatetumor",600823,9
14206,"Prostatetumor",605232,9
14207,"Prostatetumor",802697,9
14208,"Prostatetumor",604160,9
14209,"Prostatetumor",607979,9
14210,"Prostatetumor",607997,9
14211,"Prostatetumor",600075,9
14212,"Prostatetumor",801702,9
14213,"Prostatetumor",602163,9
14214,"Prostatetumor",805774,9
14215,"Prostatetumor",800561,9
14216,"Prostatetumor",603461,9
14217,"Prostatetumor",610318,9
14218,"Prostatetumor",803678,9
14219,"Prostatetumor",602063,9
14220,"Prostatetumor",601276,9
14221,"Prostatetumor",611712,9
14222,"Prostatetumor",606057,9
14223,"Prostatetumor",605771,9
14224,"Prostatetumor",607856,9
14225,"Prostatetumor",608003,9
14226,"Prostatetumor",603203,9
14227,"Prostatetumor",607989,9
14228,"Prostatetumor",601012,9
14229,"Prostatetumor",604444,9
14230,"Prostatetumor",805959,9
14231,"Prostatetumor",607066,9
14232,"Prostatetumor",608065,9
14233,"Prostatetumor",611421,9
14234,"Prostatetumor",611744,9
14235,"Prostatetumor",605776,9
14236,"Prostatetumor",609880,9
14237,"Prostatetumor",604552,9
14238,"Prostatetumor",609425,9
14239,"Prostatetumor",803667,9
14240,"Prostatetumor",605294,9
14241,"Prostatetumor",605775,9
14242,"Prostatetumor",608516,9
14243,"Prostatetumor",610843,9
14244,"Prostatetumor",606381,9
14245,"Prostatetumor",607718,9
14246,"Prostatetumor",607183,9
14247,"Prostatetumor",600369,9
14248,"Prostatetumor",601125,9
14249,"Prostatetumor",608928,9
14250,"Prostatetumor",803438,9
14251,"Prostatetumor",803733,9
14252,"Prostatetumor",602857,9
14253,"Prostatetumor",805712,9
14254,"Prostatetumor",606045,9
14255,"Prostatetumor",603361,9
14256,"Prostatetumor",610192,9
14257,"Prostatetumor",611713,9
14258,"Prostatetumor",600661,9
14259,"Prostatetumor",800650,9
14260,"Prostatetumor",603381,9
14261,"Prostatetumor",606354,9
14262,"Prostatetumor",605979,9
14263,"Prostatetumor",611466,9
14264,"Prostatetumor",612077,9
14265,"Prostatetumor",603040,9
14266,"Solidtumor",603023,
14267,"Solidtumor",606511,
14268,"Solidtumor",610491,
14269,"Solidtumor",611085,
14270,"Solidtumor",611332,
14271,"Solidtumor",603767,
14272,"Solidtumor",602208,
14273,"Solidtumor",603940,
14274,"Solidtumor",604309,
14275,"Solidtumor",606752,
14276,"Solidtumor",609631,
14277,"Solidtumor",605464,
14278,"Solidtumor",610514,
14279,"Solidtumor",606842,
14280,"Solidtumor",800549,
14281,"Solidtumor",601954,
14282,"Solidtumor",606868,
14283,"Solidtumor",604735,
14284,"Solidtumor",611258,
14285,"Solidtumor",603252,
14286,"Solidtumor",606402,
14287,"Solidtumor",607763,
14288,"Solidtumor",607412,
14289,"Solidtumor",611645,
14290,"Solidtumor",602035,
14291,"Solidtumor",600660,
14292,"Solidtumor",602746,
14293,"Solidtumor",608235,
14294,"Solidtumor",606201,
14295,"Solidtumor",601405,
14296,"Solidtumor",605649,
14297,"Solidtumor",608827,
14298,"Solidtumor",600078,
14299,"Solidtumor",603823,
14300,"Solidtumor",608046,
14301,"Solidtumor",609062,
14302,"Solidtumor",609120,
14303,"Solidtumor",610381,
14304,"Solidtumor",601394,
14305,"Solidtumor",607312,
14306,"Solidtumor",600865,
14307,"Solidtumor",602446,
14308,"Solidtumor",606732,
14309,"Solidtumor",604428,
14310,"Solidtumor",606034,
14311,"Solidtumor",604472,
14312,"Solidtumor",605111,
14313,"Solidtumor",600951,
14314,"Solidtumor",800865,
14315,"Solidtumor",601103,
14316,"Solidtumor",606454,
14317,"Solidtumor",609762,
14318,"Solidtumor",608851,
14319,"Solidtumor",601697,
14320,"Solidtumor",604302,
14321,"Solidtumor",600029,
14322,"Solidtumor",604845,
14323,"Solidtumor",609660,
14324,"Solidtumor",603703,
14325,"Solidtumor",609033,
14326,"Solidtumor",601408,
14327,"Solidtumor",610211,
14328,"Solidtumor",804336,
14329,"Solidtumor",607232,
14330,"Solidtumor",605858,
14331,"Solidtumor",606705,
14332,"Solidtumor",607277,
14333,"Solidtumor",611643,
14334,"Solidtumor",804291,
14335,"Solidtumor",604544,
14336,"Solidtumor",604981,
14337,"Solidtumor",605708,
14338,"Solidtumor",609487,
14339,"Solidtumor",606483,
14340,"Solidtumor",610466,
14341,"Solidtumor",607275,
14342,"Solidtumor",607623,
14343,"Solidtumor",605799,
14344,"Solidtumor",611265,
14345,"Solidtumor",610737,
14346,"Solidtumor",600195,
14347,"Solidtumor",611476,
14348,"Solidtumor",601850,
14349,"Solidtumor",607347,
14350,"Solidtumor",609717,
14351,"Solidtumor",805709,
14352,"Solidtumor",603287,
14353,"Solidtumor",606653,
14354,"Solidtumor",607976,
14355,"Solidtumor",600381,
14356,"Solidtumor",608535,
14357,"Solidtumor",802625,
14358,"Solidtumor",609729,
14359,"Solidtumor",601628,
14360,"Solidtumor",608317,
14361,"Solidtumor",610252,
14362,"Solidtumor",605543,
14363,"Solidtumor",603695,
14364,"Solidtumor",609554,
14365,"Solidtumor",601109,
14366,"Solidtumor",608034,
14367,"Solidtumor",606026,
14368,"Solidtumor",606892,
14369,"Solidtumor",608666,
14370,"Solidtumor",607689,
14371,"Solidtumor",608720,
14372,"Solidtumor",602302,
14373,"Solidtumor",601915,
14374,"Solidtumor",603530,
14375,"Solidtumor",604954,
14376,"Solidtumor",801569,
14377,"Solidtumor",605218,
14378,"Solidtumor",608995,
14379,"Solidtumor",602537,
14380,"Solidtumor",600554,
14381,"Solidtumor",602329,
14382,"Solidtumor",600958,
14383,"Solidtumor",801412,
14384,"Solidtumor",605988,
14385,"Solidtumor",607815,
14386,"Solidtumor",611435,
14387,"Solidtumor",612393,
14388,"Solidtumor",606229,
14389,"Solidtumor",602017,
14390,"Solidtumor",601907,
14391,"Solidtumor",602159,
14392,"Solidtumor",603231,
14393,"Solidtumor",606576,
14394,"Solidtumor",602556,
14395,"Solidtumor",606358,
14396,"Solidtumor",608510,
14397,"Solidtumor",610373,
14398,"Solidtumor",805249,
14399,"Solidtumor",607990,
14400,"Solidtumor",610857,
14401,"Solidtumor",611585,
14402,"Solidtumor",601025,
14403,"Solidtumor",601411,
14404,"Solidtumor",601702,
14405,"Solidtumor",612029,
14406,"Solidtumor",608022,
14407,"Solidtumor",803530,
14408,"Solidtumor",600062,
14409,"Solidtumor",600007,
14410,"Solidtumor",612220,
14411,"Solidtumor",606741,
14412,"Solidtumor",803109,
14413,"Solidtumor",608738,
14414,"Solidtumor",608236,
14415,"Solidtumor",602839,
14416,"Solidtumor",601189,
14417,"Solidtumor",606606,
14418,"Solidtumor",611663,
14419,"Solidtumor",600841,
14420,"Solidtumor",610482,
14421,"Solidtumor",606131,
14422,"Solidtumor",604235,
14423,"Solidtumor",610960,
14424,"Solidtumor",600084,
14425,"Solidtumor",604565,
14426,"Solidtumor",602889,
14427,"Solidtumor",605860,
14428,"Solidtumor",608480,
14429,"Solidtumor",601828,
14430,"Solidtumor",605371,
14431,"Solidtumor",605702,
14432,"Solidtumor",601361,
14433,"Solidtumor",804537,
14434,"Solidtumor",610766,
14435,"Solidtumor",802049,
14436,"Solidtumor",604623,
14437,"Solidtumor",600969,
14438,"Solidtumor",607328,
14439,"Solidtumor",804327,
14440,"Solidtumor",605963,
14441,"Solidtumor",801646,
14442,"Solidtumor",609602,
14443,"Solidtumor",606700,
14444,"Solidtumor",606734,
14445,"Solidtumor",608589,
14446,"Solidtumor",803422,
14447,"Solidtumor",611149,
14448,"Solidtumor",609595,
14449,"Solidtumor",605889,
14450,"Solidtumor",802578,
14451,"Solidtumor",606143,
14452,"Solidtumor",600832,
14453,"Solidtumor",607255,
14454,"Solidtumor",608531,
14455,"Solidtumor",603223,
14456,"Solidtumor",605336,
14457,"Solidtumor",602652,
14458,"Solidtumor",802253,
14459,"Solidtumor",607317,
14460,"Solidtumor",606453,
14461,"Solidtumor",603982,
14462,"Solidtumor",600099,
14463,"Solidtumor",605546,
14464,"Solidtumor",606624,
14465,"Solidtumor",608585,
14466,"Solidtumor",804570,
14467,"Solidtumor",611613,
14468,"Solidtumor",603186,
14469,"Solidtumor",601688,
14470,"Solidtumor",611565,
14471,"Solidtumor",612208,
14472,"Solidtumor",610520,
14473,"Solidtumor",602822,
14474,"Solidtumor",608445,
14475,"Solidtumor",606549,
14476,"Solidtumor",610554,
14477,"Solidtumor",801161,
14478,"Solidtumor",608895,
14479,"Solidtumor",604484,
14480,"Solidtumor",601379,
14481,"Solidtumor",602483,
14482,"Solidtumor",607715,
14483,"Solidtumor",605879,
14484,"Solidtumor",609806,
14485,"Solidtumor",600302,
14486,"Solidtumor",604303,
14487,"Solidtumor",611453,
14488,"Solidtumor",606031,
14489,"Solidtumor",600019,
14490,"Solidtumor",606847,
14491,"Solidtumor",604523,
14492,"Solidtumor",608590,
14493,"Solidtumor",610630,
14494,"Solidtumor",801415,
14495,"Solidtumor",610142,
14496,"Solidtumor",603821,
14497,"Solidtumor",603644,
14498,"Solidtumor",609820,
14499,"Solidtumor",610237,
14500,"Solidtumor",601047,
14501,"Solidtumor",602396,
14502,"Solidtumor",604853,
14503,"Solidtumor",601680,
14504,"Solidtumor",605133,
14505,"Solidtumor",601142,
14506,"Solidtumor",607308,
14507,"Solidtumor",610041,
14508,"Solidtumor",607129,
14509,"Solidtumor",606644,
14510,"Solidtumor",802171,
14511,"Solidtumor",801264,
14512,"Solidtumor",804772,
14513,"Solidtumor",803833,
14514,"Solidtumor",607163,
14515,"Solidtumor",606283,
14516,"Solidtumor",611748,
14517,"Solidtumor",608526,
14518,"Solidtumor",610618,
14519,"Solidtumor",602375,
14520,"Solidtumor",612140,
14521,"Solidtumor",609809,
14522,"Solidtumor",603625,
14523,"Solidtumor",805926,
14524,"Solidtumor",608079,
14525,"Solidtumor",608219,
14526,"Solidtumor",607369,
14527,"Solidtumor",610243,
14528,"Solidtumor",805192,
14529,"Solidtumor",605132,
14530,"Solidtumor",602161,
14531,"Solidtumor",802602,
14532,"Solidtumor",603921,
14533,"Solidtumor",606085,
14534,"Solidtumor",800869,
14535,"Solidtumor",606703,
14536,"Solidtumor",604169,
14537,"Solidtumor",604342,
14538,"Solidtumor",602426,
14539,"Solidtumor",605485,
14540,"Solidtumor",608664,
14541,"Solidtumor",612084,
14542,"Solidtumor",606608,
14543,"Solidtumor",606126,
14544,"Solidtumor",802397,
14545,"Solidtumor",611635,
14546,"Solidtumor",612038,
14547,"Solidtumor",605593,
14548,"Solidtumor",609350,
14549,"Solidtumor",804922,
14550,"Solidtumor",604424,
14551,"Solidtumor",609414,
14552,"Solidtumor",605281,
14553,"Solidtumor",602287,
14554,"Solidtumor",609470,
14555,"Solidtumor",610734,
14556,"Solidtumor",603084,
14557,"Solidtumor",608906,
14558,"Solidtumor",609756,
14559,"Solidtumor",607140,
14560,"Solidtumor",608756,
14561,"Solidtumor",611670,
14562,"Solidtumor",604797,
14563,"Solidtumor",600989,
14564,"Solidtumor",604397,
14565,"Solidtumor",803015,
14566,"Solidtumor",607342,
14567,"Solidtumor",803614,
14568,"Solidtumor",606489,
14569,"Solidtumor",605169,
14570,"Solidtumor",610339,
14571,"Solidtumor",600367,
14572,"Solidtumor",603981,
14573,"Solidtumor",610372,
14574,"Solidtumor",611709,
14575,"Solidtumor",600017,
14576,"Solidtumor",607654,
14577,"Solidtumor",608396,
14578,"Solidtumor",608840,
14579,"Solidtumor",609253,
14580,"Solidtumor",600251,
14581,"Solidtumor",605069,
14582,"Solidtumor",606319,
14583,"Solidtumor",609804,
14584,"Solidtumor",605609,
14585,"Solidtumor",802653,
14586,"Solidtumor",804002,
14587,"Solidtumor",800302,
14588,"Solidtumor",602794,
14589,"Solidtumor",604773,
14590,"Solidtumor",602108,
14591,"Solidtumor",608192,
14592,"Solidtumor",611142,
14593,"Solidtumor",805868,
14594,"Solidtumor",602031,
14595,"Solidtumor",610193,
14596,"Solidtumor",611764,
14597,"Solidtumor",605943,
14598,"Solidtumor",608039,
14599,"Solidtumor",609349,
14600,"Solidtumor",612275,
14601,"Solidtumor",805074,
14602,"Solidtumor",607138,
14603,"Solidtumor",602030,
14604,"Solidtumor",600376,
14605,"Solidtumor",601545,
14606,"Solidtumor",805633,
14607,"Solidtumor",803176,
14608,"Solidtumor",601437,
14609,"Solidtumor",609192,
14610,"Solidtumor",606766,
14611,"Solidtumor",612067,
14612,"Solidtumor",605236,
14613,"Solidtumor",602866,
14614,"Solidtumor",605661,
14615,"Solidtumor",610212,
14616,"Solidtumor",603753,
14617,"Solidtumor",603126,
14618,"Solidtumor",604079,
14619,"Solidtumor",609365,
14620,"Solidtumor",608983,
14621,"Solidtumor",601565,
14622,"Solidtumor",802101,
14623,"Solidtumor",805391,
14624,"Solidtumor",612363,
14625,"Solidtumor",605418,
14626,"Solidtumor",606967,
14627,"Solidtumor",600956,
14628,"Solidtumor",601023,
14629,"Solidtumor",605213,
14630,"Solidtumor",607998,
14631,"Solidtumor",609673,
14632,"Solidtumor",603052,
14633,"Solidtumor",601324,
14634,"Solidtumor",607948,
14635,"Solidtumor",805803,
14636,"Solidtumor",603772,
14637,"Solidtumor",608521,
14638,"Solidtumor",610674,
14639,"Solidtumor",602051,
14640,"Solidtumor",607290,
14641,"Solidtumor",611711,
14642,"Solidtumor",606471,
14643,"Solidtumor",600535,
14644,"Solidtumor",800108,
14645,"Solidtumor",801036,
14646,"Solidtumor",603665,
14647,"Solidtumor",612326,
14648,"Solidtumor",605141,
14649,"Solidtumor",601399,
14650,"Solidtumor",609728,
14651,"Solidtumor",601636,
14652,"Solidtumor",601253,
14653,"Solidtumor",602714,
14654,"Solidtumor",600864,
14655,"Solidtumor",601400,
14656,"Solidtumor",611343,
14657,"Solidtumor",600224,
14658,"Solidtumor",611342,
14659,"Solidtumor",606087,
14660,"Solidtumor",608190,
14661,"Solidtumor",607923,
14662,"Solidtumor",601254,
14663,"Solidtumor",601675,
14664,"Solidtumor",605063,
14665,"Solidtumor",600225,
14666,"Solidtumor",611432,
14667,"Solidtumor",610021,
14668,"Solidtumor",610945,
