,"from","to","Pharma R&D  Annual Review 2017"
35153,"Diabetesmellitus",608666,5
35154,"Diabetesmellitus",605903,5
35155,"Diabetesmellitus",801290,5
35156,"Diabetesmellitus",603336,5
35157,"Diabetesmellitus",601343,5
35158,"Diabetesmellitus",606917,5
35159,"Diabetesmellitus",600554,5
35160,"Diabetesmellitus",610869,5
35161,"Diabetesmellitus",601983,5
35162,"Diabetesmellitus",611435,5
35163,"Diabetesmellitus",610955,5
35164,"Diabetesmellitus",604096,5
35165,"Diabetesmellitus",800797,5
35166,"Diabetesmellitus",600074,5
35167,"Diabetesmellitus",805321,5
35168,"Diabetesmellitus",805692,5
35169,"Diabetesmellitus",611489,5
35170,"Diabetesmellitus",605266,5
35171,"Diabetesmellitus",604716,5
35172,"Diabetesmellitus",608299,5
35173,"Diabetesmellitus",611585,5
35174,"Diabetesmellitus",607037,5
35175,"Diabetesmellitus",608795,5
35176,"Diabetesmellitus",604329,5
35177,"Diabetesmellitus",608823,5
35178,"Diabetesmellitus",600062,5
35179,"Diabetesmellitus",602629,5
35180,"Diabetesmellitus",804511,5
35181,"Diabetesmellitus",606741,5
35182,"Diabetesmellitus",602099,5
35183,"Diabetesmellitus",603356,5
35184,"Diabetesmellitus",802464,5
35185,"Diabetesmellitus",601189,5
35186,"Diabetesmellitus",606577,5
35187,"Diabetesmellitus",800842,5
35188,"Diabetesmellitus",611663,5
35189,"Diabetesmellitus",612309,5
35190,"Diabetesmellitus",606131,5
35191,"Diabetesmellitus",600407,5
35192,"Diabetesmellitus",800815,5
35193,"Diabetesmellitus",604235,5
35194,"Diabetesmellitus",600313,5
35195,"Diabetesmellitus",609298,5
35196,"Diabetesmellitus",609935,5
35197,"Diabetesmellitus",602346,5
35198,"Diabetesmellitus",600360,5
35199,"Diabetesmellitus",609604,5
35200,"Diabetesmellitus",608480,5
35201,"Diabetesmellitus",605702,5
35202,"Diabetesmellitus",602443,5
35203,"Diabetesmellitus",803984,5
35204,"Diabetesmellitus",609700,5
35205,"Diabetesmellitus",602766,5
35206,"Diabetesmellitus",611537,5
35207,"Diabetesmellitus",606048,5
35208,"Diabetesmellitus",605963,5
35209,"Diabetesmellitus",609602,5
35210,"Diabetesmellitus",603302,5
35211,"Diabetesmellitus",606700,5
35212,"Diabetesmellitus",608737,5
35213,"Diabetesmellitus",606867,5
35214,"Diabetesmellitus",605889,5
35215,"Diabetesmellitus",609595,5
35216,"Diabetesmellitus",601847,5
35217,"Diabetesmellitus",605343,5
35218,"Diabetesmellitus",800450,5
35219,"Diabetesmellitus",602699,5
35220,"Diabetesmellitus",603504,5
35221,"Diabetesmellitus",601447,5
35222,"Diabetesmellitus",603223,5
35223,"Diabetesmellitus",604257,5
35224,"Diabetesmellitus",603334,5
35225,"Diabetesmellitus",602652,5
35226,"Diabetesmellitus",609928,5
35227,"Diabetesmellitus",607317,5
35228,"Diabetesmellitus",606453,5
35229,"Diabetesmellitus",609625,5
35230,"Diabetesmellitus",603110,5
35231,"Diabetesmellitus",607143,5
35232,"Diabetesmellitus",611260,5
35233,"Diabetesmellitus",600472,5
35234,"Diabetesmellitus",603186,5
35235,"Diabetesmellitus",607114,5
35236,"Diabetesmellitus",608561,5
35237,"Diabetesmellitus",601344,5
35238,"Diabetesmellitus",601871,5
35239,"Diabetesmellitus",605427,5
35240,"Diabetesmellitus",606549,5
35241,"Diabetesmellitus",604030,5
35242,"Diabetesmellitus",606376,5
35243,"Diabetesmellitus",606825,5
35244,"Diabetesmellitus",604044,5
35245,"Diabetesmellitus",607813,5
35246,"Diabetesmellitus",606015,5
35247,"Diabetesmellitus",600935,5
35248,"Diabetesmellitus",600255,5
35249,"Diabetesmellitus",603561,5
35250,"Diabetesmellitus",800341,5
35251,"Diabetesmellitus",606031,5
35252,"Diabetesmellitus",803142,5
35253,"Diabetesmellitus",606847,5
35254,"Diabetesmellitus",604508,5
35255,"Diabetesmellitus",608865,5
35256,"Diabetesmellitus",600705,5
35257,"Diabetesmellitus",804138,5
35258,"Diabetesmellitus",610113,5
35259,"Diabetesmellitus",601395,5
35260,"Diabetesmellitus",602538,5
35261,"Diabetesmellitus",610839,5
35262,"Diabetesmellitus",605006,5
35263,"Diabetesmellitus",607568,5
35264,"Diabetesmellitus",601342,5
35265,"Diabetesmellitus",608502,5
35266,"Diabetesmellitus",609820,5
35267,"Diabetesmellitus",607005,5
35268,"Diabetesmellitus",603736,5
35269,"Diabetesmellitus",607124,5
35270,"Diabetesmellitus",608612,5
35271,"Diabetesmellitus",607445,5
35272,"Diabetesmellitus",607332,5
35273,"Diabetesmellitus",804487,5
35274,"Diabetesmellitus",602661,5
35275,"Diabetesmellitus",606341,5
35276,"Diabetesmellitus",801264,5
35277,"Diabetesmellitus",603199,5
35278,"Diabetesmellitus",605663,5
35279,"Diabetesmellitus",603825,5
35280,"Diabetesmellitus",800567,5
35281,"Diabetesmellitus",605519,5
35282,"Diabetesmellitus",606283,5
35283,"Diabetesmellitus",605817,5
35284,"Diabetesmellitus",603519,5
35285,"Diabetesmellitus",606884,5
35286,"Diabetesmellitus",609586,5
35287,"Diabetesmellitus",800120,5
35288,"Diabetesmellitus",600604,5
35289,"Diabetesmellitus",607139,5
35290,"Diabetesmellitus",610390,5
35291,"Diabetesmellitus",603596,5
35292,"Diabetesmellitus",801952,5
35293,"Diabetesmellitus",603921,5
35294,"Diabetesmellitus",801059,5
35295,"Diabetesmellitus",604169,5
35296,"Diabetesmellitus",804153,5
35297,"Diabetesmellitus",608463,5
35298,"Diabetesmellitus",602390,5
35299,"Diabetesmellitus",804472,5
35300,"Diabetesmellitus",801606,5
35301,"Diabetesmellitus",605082,5
35302,"Diabetesmellitus",609009,5
35303,"Diabetesmellitus",601401,5
35304,"Diabetesmellitus",608296,5
35305,"Diabetesmellitus",602287,5
35306,"Diabetesmellitus",802670,5
35307,"Diabetesmellitus",603084,5
35308,"Diabetesmellitus",611374,5
35309,"Diabetesmellitus",611670,5
35310,"Diabetesmellitus",604797,5
35311,"Diabetesmellitus",606922,5
35312,"Diabetesmellitus",800043,5
35313,"Diabetesmellitus",610610,5
35314,"Diabetesmellitus",606865,5
35315,"Diabetesmellitus",803128,5
35316,"Diabetesmellitus",606489,5
35317,"Diabetesmellitus",610493,5
35318,"Diabetesmellitus",606659,5
35319,"Diabetesmellitus",805363,5
35320,"Diabetesmellitus",610950,5
35321,"Diabetesmellitus",611102,5
35322,"Diabetesmellitus",608723,5
35323,"Diabetesmellitus",601485,5
35324,"Diabetesmellitus",611438,5
35325,"Diabetesmellitus",612028,5
35326,"Diabetesmellitus",611782,5
35327,"Diabetesmellitus",605045,5
35328,"Diabetesmellitus",603738,5
35329,"Diabetesmellitus",609413,5
35330,"Diabetesmellitus",601961,5
35331,"Diabetesmellitus",800688,5
35332,"Diabetesmellitus",610103,5
35333,"Diabetesmellitus",801590,5
35334,"Diabetesmellitus",602654,5
35335,"Diabetesmellitus",606319,5
35336,"Diabetesmellitus",601475,5
35337,"Diabetesmellitus",603680,5
35338,"Diabetesmellitus",604270,5
35339,"Diabetesmellitus",608192,5
35340,"Diabetesmellitus",602944,5
35341,"Diabetesmellitus",610414,5
35342,"Diabetesmellitus",609763,5
35343,"Diabetesmellitus",605915,5
35344,"Diabetesmellitus",610932,5
35345,"Diabetesmellitus",604795,5
35346,"Diabetesmellitus",608109,5
35347,"Diabetesmellitus",606021,5
35348,"Diabetesmellitus",607863,5
35349,"Diabetesmellitus",608128,5
35350,"Diabetesmellitus",611039,5
35351,"Diabetesmellitus",600504,5
35352,"Diabetesmellitus",804640,5
35353,"Diabetesmellitus",604339,5
35354,"Diabetesmellitus",804884,5
35355,"Diabetesmellitus",612275,5
35356,"Diabetesmellitus",602030,5
35357,"Diabetesmellitus",606843,5
35358,"Diabetesmellitus",600376,5
35359,"Diabetesmellitus",805399,5
35360,"Diabetesmellitus",611186,5
35361,"Diabetesmellitus",601519,5
35362,"Diabetesmellitus",609468,5
35363,"Diabetesmellitus",607034,5
35364,"Diabetesmellitus",602171,5
35365,"Diabetesmellitus",608932,5
35366,"Diabetesmellitus",612067,5
35367,"Diabetesmellitus",600540,5
35368,"Diabetesmellitus",600749,5
35369,"Diabetesmellitus",604314,5
35370,"Diabetesmellitus",605692,5
35371,"Diabetesmellitus",802874,5
35372,"Diabetesmellitus",605661,5
35373,"Diabetesmellitus",609775,5
35374,"Diabetesmellitus",605594,5
35375,"Diabetesmellitus",608156,5
35376,"Diabetesmellitus",607839,5
35377,"Diabetesmellitus",600241,5
35378,"Diabetesmellitus",608035,5
35379,"Diabetesmellitus",805468,5
35380,"Diabetesmellitus",600287,5
35381,"Diabetesmellitus",611444,5
35382,"Diabetesmellitus",603926,5
35383,"Diabetesmellitus",611201,5
35384,"Diabetesmellitus",609204,5
35385,"Diabetesmellitus",803820,5
35386,"Diabetesmellitus",605152,5
35387,"Diabetesmellitus",611975,5
35388,"Diabetesmellitus",603352,5
35389,"Diabetesmellitus",608969,5
35390,"Diabetesmellitus",601984,5
35391,"Diabetesmellitus",606873,5
35392,"Diabetesmellitus",600086,5
35393,"Diabetesmellitus",609815,5
35394,"Diabetesmellitus",609891,5
35395,"Diabetesmellitus",800701,5
35396,"Diabetesmellitus",603715,5
35397,"Diabetesmellitus",611980,5
35398,"Diabetesmellitus",603052,5
35399,"Diabetesmellitus",607333,5
35400,"Diabetesmellitus",612199,5
35401,"Diabetesmellitus",611711,5
35402,"Diabetesmellitus",605383,5
35403,"Diabetesmellitus",611566,5
35404,"Diabetesmellitus",611667,5
35405,"Diabetesmellitus",603462,5
35406,"Diabetesmellitus",604535,5
35407,"Diabetesmellitus",802867,5
35408,"Diabetesmellitus",601497,5
35409,"Diabetesmellitus",603392,5
35410,"Diabetesmellitus",604736,5
35411,"Diabetesmellitus",611867,5
35412,"Diabetesmellitus",606751,5
35413,"Diabetesmellitus",601400,5
35414,"Diabetesmellitus",611885,5
35415,"Diabetesmellitus",604461,5
35416,"Diabetesmellitus",803210,5
35417,"Diabetesmellitus",606087,5
35418,"Diabetesmellitus",608190,5
35419,"Diabetesmellitus",603855,5
35420,"Diabetesmellitus",609878,5
35421,"Diabetesmellitus",605514,5
35422,"Diabetesmellitus",602617,5
35423,"Diabetesmellitus",612196,5
35424,"Diabetesmellitus",805238,5
35425,"Diabetesmellitus",802779,5
35426,"Diabetesmellitus",608652,5
35427,"Diabetesmellitus",606846,5
35428,"Diabetesmellitus",606438,5
35429,"Diabetesmellitus",604187,5
35430,"Diabetesmellitus",610578,5
35431,"Diabetesmellitus",609155,5
35432,"Diabetesmellitus",601810,5
35433,"Diabetesmellitus",611442,5
35434,"Diabetesmellitus",611266,5
35435,"Diabetesmellitus",605916,5
35436,"Diabetesmellitus",603846,5
35437,"Diabetesmellitus",601067,5
35438,"Diabetesmellitus",600453,5
35439,"Diabetesmellitus",801258,5
35440,"Diabetesmellitus",600711,5
35441,"Diabetesmellitus",607564,5
35442,"Diabetesmellitus",612178,5
35443,"Diabetesmellitus",600021,5
35444,"Diabetesmellitus",602215,5
35445,"Diabetesmellitus",602620,5
35446,"Diabetesmellitus",605459,5
35447,"Diabetesmellitus",803425,5
35448,"Diabetesmellitus",611417,5
35449,"Diabetesmellitus",608633,5
35450,"Diabetesmellitus",604475,5
35451,"Diabetesmellitus",610855,5
35452,"Diabetesmellitus",603064,5
35453,"Diabetesmellitus",805245,5
35454,"Diabetesmellitus",600753,5
35455,"Diabetesmellitus",803199,5
35456,"Diabetesmellitus",803296,5
35457,"Diabetesmellitus",600508,5
35458,"Diabetesmellitus",602862,5
35459,"Diabetesmellitus",804558,5
35460,"Diabetesmellitus",606935,5
35461,"Diabetesmellitus",611636,5
35462,"Diabetesmellitus",605996,5
35463,"Diabetesmellitus",608095,5
35464,"Diabetesmellitus",612284,5
35465,"Diabetesmellitus",606129,5
35466,"Diabetesmellitus",602299,5
35467,"Diabetesmellitus",609083,5
35468,"Diabetesmellitus",609933,5
35469,"Diabetesmellitus",606780,5
35470,"Diabetesmellitus",602197,5
35471,"Diabetesmellitus",605877,5
35472,"Diabetesmellitus",603882,5
35473,"Diabetesmellitus",600682,5
35474,"Diabetesmellitus",601919,5
35475,"Diabetesmellitus",602961,5
35476,"Diabetesmellitus",609694,5
35477,"Diabetesmellitus",803165,5
35478,"Diabetesmellitus",611852,5
35479,"Diabetesmellitus",601592,5
35480,"Diabetesmellitus",603612,5
35481,"Diabetesmellitus",802388,5
35482,"Diabetesmellitus",805482,5
35483,"Diabetesmellitus",603347,5
35484,"Diabetesmellitus",604978,5
35485,"Diabetesmellitus",803363,5
35486,"Diabetesmellitus",601798,5
35487,"Diabetesmellitus",600197,5
35488,"Diabetesmellitus",602417,5
35489,"Diabetesmellitus",611180,5
35490,"Diabetesmellitus",606355,5
35491,"Diabetesmellitus",605759,5
35492,"Diabetesmellitus",611117,5
35493,"Diabetesmellitus",605070,5
35494,"Diabetesmellitus",608191,5
35495,"Diabetesmellitus",604594,5
35496,"Diabetesmellitus",605769,5
35497,"Diabetesmellitus",608784,5
35498,"Diabetesmellitus",609426,5
35499,"Diabetesmellitus",610182,5
35500,"Diabetesmellitus",611596,5
35501,"Diabetesmellitus",611274,5
35502,"Diabetesmellitus",803729,5
35503,"Diabetesmellitus",602737,5
35504,"Diabetesmellitus",803653,5
35505,"Diabetesmellitus",602818,5
35506,"Diabetesmellitus",604709,5
35507,"Diabetesmellitus",604537,5
35508,"Diabetesmellitus",612352,5
35509,"Diabetesmellitus",609583,5
35510,"Diabetesmellitus",800555,5
35511,"Diabetesmellitus",610796,5
35512,"Diabetesmellitus",611543,5
35513,"Diabetesmellitus",605653,5
35514,"Diabetesmellitus",607295,5
35515,"Diabetesmellitus",600519,5
35516,"Diabetesmellitus",801409,5
35517,"Diabetesmellitus",604760,5
35518,"Diabetesmellitus",600979,5
35519,"Diabetesmellitus",608657,5
35520,"Diabetesmellitus",603817,5
35521,"Diabetesmellitus",801516,5
35522,"Diabetesmellitus",600645,5
35523,"Diabetesmellitus",606137,5
35524,"Diabetesmellitus",606368,5
35525,"Diabetesmellitus",606838,5
35526,"Diabetesmellitus",801798,5
35527,"Diabetesmellitus",802439,5
35528,"Diabetesmellitus",609396,5
35529,"Diabetesmellitus",607596,5
35530,"Diabetesmellitus",607336,5
35531,"Diabetesmellitus",609710,5
35532,"Diabetesmellitus",605991,5
35533,"Diabetesmellitus",800575,5
35534,"Diabetesmellitus",601874,5
35535,"Diabetesmellitus",804116,5
35536,"Diabetesmellitus",603131,5
35537,"Diabetesmellitus",609879,5
35538,"Diabetesmellitus",800483,5
35539,"Diabetesmellitus",602729,5
35540,"Diabetesmellitus",802182,5
35541,"Diabetesmellitus",805039,5
35542,"Diabetesmellitus",610700,5
35543,"Diabetesmellitus",803311,5
35544,"Diabetesmellitus",802746,5
35545,"Diabetesmellitus",802350,5
35546,"Diabetesmellitus",608464,5
35547,"Diabetesmellitus",611650,5
35548,"Diabetesmellitus",803462,5
35549,"Diabetesmellitus",611401,5
35550,"Diabetesmellitus",603106,5
35551,"Diabetesmellitus",606125,5
35552,"Diabetesmellitus",609480,5
35553,"Diabetesmellitus",601000,5
35554,"Diabetesmellitus",612261,5
35555,"Diabetesmellitus",612238,5
35556,"Diabetesmellitus",601521,5
35557,"Diabetesmellitus",606796,5
35558,"Diabetesmellitus",611708,5
35559,"Diabetesmellitus",601045,5
35560,"Diabetesmellitus",609346,5
35561,"Diabetesmellitus",610409,5
35562,"Diabetesmellitus",612143,5
35563,"Diabetesmellitus",606937,5
35564,"Diabetesmellitus",604133,5
35565,"Diabetesmellitus",603686,5
35566,"Diabetesmellitus",611653,5
35567,"Diabetesmellitus",607364,5
35568,"Diabetesmellitus",609024,5
35569,"Diabetesmellitus",609627,5
35570,"Diabetesmellitus",606305,5
35571,"Diabetesmellitus",600607,5
35572,"Diabetesmellitus",605016,5
35573,"Diabetesmellitus",603176,5
35574,"Diabetesmellitus",805119,5
35575,"Diabetesmellitus",612395,5
35576,"Diabetesmellitus",601498,5
35577,"Diabetesmellitus",604574,5
35578,"Diabetesmellitus",606079,5
35579,"Diabetesmellitus",604751,5
35580,"Diabetesmellitus",605867,5
35581,"Diabetesmellitus",608048,5
35582,"Diabetesmellitus",609331,5
35583,"Diabetesmellitus",610084,5
35584,"Diabetesmellitus",610703,5
35585,"Diabetesmellitus",805658,5
35586,"Diabetesmellitus",601397,5
35587,"Diabetesmellitus",607220,5
35588,"Diabetesmellitus",611623,5
35589,"Diabetesmellitus",605108,5
35590,"Diabetesmellitus",801440,5
35591,"Diabetesmellitus",609254,5
35592,"Diabetesmellitus",603663,5
35593,"Diabetesmellitus",609117,5
35594,"Diabetesmellitus",601558,5
35595,"Diabetesmellitus",604138,5
35596,"Diabetesmellitus",605777,5
35597,"Diabetesmellitus",604896,5
35598,"Diabetesmellitus",607250,5
35599,"Diabetesmellitus",606500,5
35600,"Diabetesmellitus",602522,5
35601,"Diabetesmellitus",801286,5
35602,"Diabetesmellitus",611725,5
35603,"Diabetesmellitus",610609,5
35604,"Diabetesmellitus",612273,5
35605,"Diabetesmellitus",609553,5
35606,"Diabetesmellitus",602864,5
35607,"Diabetesmellitus",604221,5
35608,"Diabetesmellitus",609572,5
35609,"Diabetesmellitus",608294,5
35610,"Diabetesmellitus",600828,5
35611,"Diabetesmellitus",605072,5
35612,"Diabetesmellitus",607529,5
35613,"Diabetesmellitus",605408,5
35614,"Diabetesmellitus",602872,5
35615,"Diabetesmellitus",612288,5
35616,"Diabetesmellitus",803312,5
35617,"Diabetesmellitus",608066,5
35618,"Diabetesmellitus",600268,5
35619,"Diabetesmellitus",608170,5
35620,"Diabetesmellitus",605307,5
35621,"Diabetesmellitus",603127,5
35622,"Diabetesmellitus",605318,5
35623,"Diabetesmellitus",803143,5
35624,"Diabetesmellitus",604418,5
35625,"Diabetesmellitus",604391,5
35626,"Diabetesmellitus",605476,5
35627,"Diabetesmellitus",606546,5
35628,"Diabetesmellitus",611581,5
35629,"Diabetesmellitus",604924,5
35630,"Diabetesmellitus",605828,5
35631,"Diabetesmellitus",603915,5
35632,"Diabetesmellitus",607422,5
35633,"Diabetesmellitus",606875,5
35634,"Diabetesmellitus",609591,5
35635,"Diabetesmellitus",603774,5
35636,"Diabetesmellitus",608850,5
35637,"Diabetesmellitus",603747,5
35638,"Diabetesmellitus",608677,5
35639,"Diabetesmellitus",606145,5
35640,"Diabetesmellitus",609977,5
35641,"Diabetesmellitus",611446,5
35642,"Diabetesmellitus",610793,5
35643,"Diabetesmellitus",604598,5
35644,"Diabetesmellitus",609060,5
35645,"Diabetesmellitus",610121,5
35646,"Diabetesmellitus",610979,5
35647,"Diabetesmellitus",601102,5
35648,"Diabetesmellitus",603196,5
35649,"Diabetesmellitus",606304,5
35650,"Diabetesmellitus",801548,5
35651,"Diabetesmellitus",610602,5
35652,"Diabetesmellitus",801597,5
35653,"Diabetesmellitus",803601,5
35654,"Diabetesmellitus",604259,5
35655,"Diabetesmellitus",800381,5
35656,"Diabetesmellitus",608647,5
35657,"Diabetesmellitus",804573,5
35658,"Diabetesmellitus",611618,5
35659,"Diabetesmellitus",607426,5
35660,"Diabetesmellitus",600824,5
35661,"Diabetesmellitus",801629,5
35662,"Diabetesmellitus",600386,5
35663,"Diabetesmellitus",610744,5
35664,"Diabetesmellitus",604275,5
35665,"Diabetesmellitus",802685,5
35666,"Diabetesmellitus",608966,5
35667,"Diabetesmellitus",611228,5
35668,"Diabetesmellitus",602523,5
35669,"Diabetesmellitus",609743,5
35670,"Diabetesmellitus",602143,5
35671,"Diabetesmellitus",800739,5
35672,"Diabetesmellitus",609582,5
35673,"Diabetesmellitus",610033,5
35674,"Diabetesmellitus",611786,5
35675,"Diabetesmellitus",600123,5
35676,"Diabetesmellitus",606882,5
35677,"Diabetesmellitus",612034,5
35678,"Diabetesmellitus",603631,5
35679,"Diabetesmellitus",605924,5
35680,"Diabetesmellitus",603225,5
35681,"Diabetesmellitus",600745,5
35682,"Diabetesmellitus",801206,5
35683,"Diabetesmellitus",801388,5
35684,"Diabetesmellitus",610678,5
35685,"Diabetesmellitus",606443,5
35686,"Diabetesmellitus",600886,5
35687,"Diabetesmellitus",602541,5
35688,"Diabetesmellitus",612239,5
35689,"Diabetesmellitus",608697,5
35690,"Diabetesmellitus",606750,5
35691,"Diabetesmellitus",604347,5
35692,"Diabetesmellitus",804751,5
35693,"Diabetesmellitus",605998,5
35694,"Diabetesmellitus",800745,5
35695,"Diabetesmellitus",601626,5
35696,"Diabetesmellitus",612295,5
35697,"Diabetesmellitus",801818,5
35698,"Diabetesmellitus",604042,5
35699,"Diabetesmellitus",601532,5
35700,"Diabetesmellitus",802299,5
35701,"Diabetesmellitus",606071,5
35702,"Diabetesmellitus",610907,5
35703,"Diabetesmellitus",601444,5
35704,"Diabetesmellitus",609764,5
35705,"Diabetesmellitus",602563,5
35706,"Diabetesmellitus",805567,5
35707,"Diabetesmellitus",604382,5
35708,"Diabetesmellitus",606541,5
35709,"Diabetesmellitus",604816,5
35710,"Diabetesmellitus",612253,5
35711,"Diabetesmellitus",803672,5
35712,"Diabetesmellitus",606582,5
35713,"Diabetesmellitus",611886,5
35714,"Diabetesmellitus",804949,5
35715,"Diabetesmellitus",602085,5
35716,"Diabetesmellitus",606464,5
35717,"Diabetesmellitus",610918,5
35718,"Diabetesmellitus",604076,5
35719,"Diabetesmellitus",600617,5
35720,"Diabetesmellitus",603607,5
35721,"Diabetesmellitus",602054,5
35722,"Diabetesmellitus",609259,5
35723,"Diabetesmellitus",803686,5
35724,"Diabetesmellitus",611548,5
35725,"Diabetesmellitus",607147,5
35726,"Diabetesmellitus",605726,5
35727,"Diabetesmellitus",611864,5
35728,"Diabetesmellitus",802393,5
35729,"Diabetesmellitus",603328,5
35730,"Diabetesmellitus",600783,5
35731,"Diabetesmellitus",609969,5
35732,"Diabetesmellitus",608550,5
35733,"Diabetesmellitus",600026,5
35734,"Diabetesmellitus",805804,5
35735,"Diabetesmellitus",800346,5
35736,"Diabetesmellitus",604696,5
35737,"Diabetesmellitus",608930,5
35738,"Diabetesmellitus",606795,5
35739,"Diabetesmellitus",600075,5
35740,"Diabetesmellitus",610593,5
35741,"Diabetesmellitus",600114,5
35742,"Diabetesmellitus",612255,5
35743,"Diabetesmellitus",603553,5
35744,"Diabetesmellitus",603461,5
35745,"Diabetesmellitus",610318,5
35746,"Diabetesmellitus",602902,5
35747,"Diabetesmellitus",603203,5
35748,"Diabetesmellitus",606586,5
35749,"Diabetesmellitus",805351,5
35750,"Diabetesmellitus",612286,5
35751,"Diabetesmellitus",801626,5
35752,"Diabetesmellitus",805639,5
35753,"Diabetesmellitus",609880,5
35754,"Diabetesmellitus",800375,5
35755,"Diabetesmellitus",800741,5
35756,"Diabetesmellitus",603638,5
35757,"Diabetesmellitus",609425,5
35758,"Diabetesmellitus",610449,5
35759,"Diabetesmellitus",605922,5
35760,"Diabetesmellitus",607937,5
35761,"Diabetesmellitus",605040,5
35762,"Diabetesmellitus",601644,5
35763,"Diabetesmellitus",601249,5
35764,"Diabetesmellitus",600364,5
35765,"Diabetesmellitus",601125,5
35766,"Diabetesmellitus",604086,5
35767,"Diabetesmellitus",604078,5
35768,"Diabetesmellitus",610471,5
35769,"Diabetesmellitus",610943,5
35770,"Diabetesmellitus",611169,5
35771,"Diabetesmellitus",606014,5
35772,"Diabetesmellitus",611906,5
35773,"Diabetesmellitus",607748,5
35774,"Diabetesmellitus",602293,5
35775,"Diabetesmellitus",605891,5
35776,"Diabetesmellitus",601024,5
35777,"Diabetesmellitus",804605,5
35778,"Diabetesmellitus",601075,5
35779,"Diabetesmellitus",606424,5
35780,"Diabetesmellitus",609662,5
36175,"Non-insulindependentdiabetes",611386,5
36176,"Non-insulindependentdiabetes",603234,5
36177,"Non-insulindependentdiabetes",600354,5
36178,"Non-insulindependentdiabetes",608993,5
36179,"Non-insulindependentdiabetes",602896,5
36180,"Non-insulindependentdiabetes",600324,5
36181,"Non-insulindependentdiabetes",606842,5
36182,"Non-insulindependentdiabetes",612274,5
36183,"Non-insulindependentdiabetes",603883,5
36184,"Non-insulindependentdiabetes",609617,5
36185,"Non-insulindependentdiabetes",608327,5
36186,"Non-insulindependentdiabetes",601954,5
36187,"Non-insulindependentdiabetes",605809,5
36188,"Non-insulindependentdiabetes",601406,5
36189,"Non-insulindependentdiabetes",607351,5
36190,"Non-insulindependentdiabetes",606816,5
36191,"Non-insulindependentdiabetes",609132,5
36192,"Non-insulindependentdiabetes",611226,5
36193,"Non-insulindependentdiabetes",604735,5
36194,"Non-insulindependentdiabetes",611258,5
36195,"Non-insulindependentdiabetes",603252,5
36196,"Non-insulindependentdiabetes",608372,5
36197,"Non-insulindependentdiabetes",607763,5
36198,"Non-insulindependentdiabetes",609515,5
36199,"Non-insulindependentdiabetes",609708,5
36200,"Non-insulindependentdiabetes",601661,5
36201,"Non-insulindependentdiabetes",600660,5
36202,"Non-insulindependentdiabetes",601405,5
36203,"Non-insulindependentdiabetes",605649,5
36204,"Non-insulindependentdiabetes",608701,5
36205,"Non-insulindependentdiabetes",610987,5
36206,"Non-insulindependentdiabetes",610562,5
36207,"Non-insulindependentdiabetes",607312,5
36208,"Non-insulindependentdiabetes",612008,5
36209,"Non-insulindependentdiabetes",602446,5
36210,"Non-insulindependentdiabetes",611427,5
36211,"Non-insulindependentdiabetes",607656,5
36212,"Non-insulindependentdiabetes",804281,5
36213,"Non-insulindependentdiabetes",610551,5
36214,"Non-insulindependentdiabetes",600951,5
36215,"Non-insulindependentdiabetes",600800,5
36216,"Non-insulindependentdiabetes",600082,5
36217,"Non-insulindependentdiabetes",604572,5
36218,"Non-insulindependentdiabetes",609173,5
36219,"Non-insulindependentdiabetes",800727,5
36220,"Non-insulindependentdiabetes",805478,5
36221,"Non-insulindependentdiabetes",607497,5
36222,"Non-insulindependentdiabetes",607769,5
36223,"Non-insulindependentdiabetes",600051,5
36224,"Non-insulindependentdiabetes",606768,5
36225,"Non-insulindependentdiabetes",606705,5
36226,"Non-insulindependentdiabetes",603433,5
36227,"Non-insulindependentdiabetes",600585,5
36228,"Non-insulindependentdiabetes",604544,5
36229,"Non-insulindependentdiabetes",601065,5
36230,"Non-insulindependentdiabetes",610466,5
36231,"Non-insulindependentdiabetes",612371,5
36232,"Non-insulindependentdiabetes",610898,5
36233,"Non-insulindependentdiabetes",604213,5
36234,"Non-insulindependentdiabetes",605909,5
36235,"Non-insulindependentdiabetes",606878,5
36236,"Non-insulindependentdiabetes",606327,5
36237,"Non-insulindependentdiabetes",609717,5
36238,"Non-insulindependentdiabetes",611306,5
36239,"Non-insulindependentdiabetes",609307,5
36240,"Non-insulindependentdiabetes",606018,5
36241,"Non-insulindependentdiabetes",802382,5
36242,"Non-insulindependentdiabetes",600381,5
36243,"Non-insulindependentdiabetes",601404,5
36244,"Non-insulindependentdiabetes",804070,5
36245,"Non-insulindependentdiabetes",604476,5
36246,"Non-insulindependentdiabetes",601109,5
36247,"Non-insulindependentdiabetes",608034,5
36248,"Non-insulindependentdiabetes",605129,5
36249,"Non-insulindependentdiabetes",604674,5
36250,"Non-insulindependentdiabetes",609551,5
36251,"Non-insulindependentdiabetes",604918,5
36252,"Non-insulindependentdiabetes",605903,5
36253,"Non-insulindependentdiabetes",805096,5
36254,"Non-insulindependentdiabetes",611552,5
36255,"Non-insulindependentdiabetes",600554,5
36256,"Non-insulindependentdiabetes",609649,5
36257,"Non-insulindependentdiabetes",601983,5
36258,"Non-insulindependentdiabetes",607133,5
36259,"Non-insulindependentdiabetes",611435,5
36260,"Non-insulindependentdiabetes",611767,5
36261,"Non-insulindependentdiabetes",802708,5
36262,"Non-insulindependentdiabetes",800797,5
